FILE NUMBER,OFFENSE DATE,OFFENSE TIME,CRIME,COMMITTED,OFFENSE,OFFENSE DESCRIPTION,FULL ADDRESS,ADDRESS NUMBER,STREET DIRECTION,STREET NAME,STREET TYPE,CITY,STATE,ZIP CODE,DISTRICT,ZONE,SUBZONE,COMPLETE DISTRICT,COUNCIL DISTRICT,CRIME PREVENTION DISTRICT,GEOLOCATION
1900113370,11/10/2019,0030,INDIVIDUAL ROBBERY,COMMITTED,14:65,ROBB/SIMPLE,1115 BOB PETTIT BL,1115,,BOB PETTIT,BL,BATON ROUGE,LA,70820,2,C,3,2C3,12,NONE,"1115 BOB PETTIT BL
BATON ROUGE, LA
(30.396154, -91.179078)"
1900113478,11/10/2019,1210,BATTERY,COMMITTED,13:35,BATT/SIMPLE/CC,9616 AIRLINE HW,9616,,AIRLINE,HW,BATON ROUGE,LA,70815,3,G,3,3G3,11,NONE,"9616 AIRLINE HW
BATON ROUGE, LA
(30.434247, -91.082644)"
1900113474,11/10/2019,1130,THEFT,COMMITTED,13:67.10,THEFT/MISD/SHOPLIFTING/CC,9620 AIRLINE HW,9620,,AIRLINE,HW,BATON ROUGE,LA,70815,3,G,3,3G3,11,NONE,"9620 AIRLINE HW
BATON ROUGE, LA
(30.434012, -91.082476)"
1900113490,11/10/2019,1307,OTHER,COMMITTED,13:1018,DRINKING IN PUBLIC/CC,1357 FLORIDA ST,1357,,FLORIDA,ST,BATON ROUGE,LA,70802,1,A,2,1A2,10,NONE,"1357 FLORIDA ST
BATON ROUGE, LA
(30.449696, -91.174946)"
1900113562,11/10/2019,1900,OTHER,COMMITTED,11:53B,IMPROPER LANE USAGE/CC,3700 PERKINS RD,3700,,PERKINS,RD,BATON ROUGE,LA,70808,2,B,1,2B1,12,NONE,"3700 PERKINS RD
BATON ROUGE, LA
(30.420465, -91.151552)"
1900113406,11/10/2019,0536,OTHER,COMMITTED,C.CR.P. ART 575,FUGITIVE,8149 FLORIDA BL,8149,,FLORIDA,BL,BATON ROUGE,LA,70806,1,D,2,1D2,6,NONE,"8149 FLORIDA BL
BATON ROUGE, LA 70815"
1900113562,11/10/2019,1900,OTHER,COMMITTED,11:140,D W I /CC,3700 PERKINS RD,3700,,PERKINS,RD,BATON ROUGE,LA,70808,2,B,1,2B1,12,NONE,"3700 PERKINS RD
BATON ROUGE, LA
(30.420465, -91.151552)"
1900113475,11/10/2019,1038,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,14:56,CRIM DAM TO PROP/SIMPLE,4063 FAIRWOODS DR,4063,,FAIRWOODS,DR,BATON ROUGE,LA,70805,4,G,2,4G2,7,NONE,"4063 FAIRWOODS DR
BATON ROUGE, LA
(30.48677, -91.142422)"
1900113475,11/10/2019,1038,VEHICLE BURGLARY,COMMITTED,14:62/CD,BURG/AUTO UNDER $50,4063 FAIRWOODS DR,4063,,FAIRWOODS,DR,BATON ROUGE,LA,70805,4,G,2,4G2,7,NONE,"4063 FAIRWOODS DR
BATON ROUGE, LA 70805
(30.48677, -91.142422)"
1900113562,11/10/2019,1900,OTHER,COMMITTED,13:1018.1,DRINKING IN A MOTOR VEHICLE/CC,3700 PERKINS RD,3700,,PERKINS,RD,BATON ROUGE,LA,70808,2,B,1,2B1,12,NONE,"3700 PERKINS RD
BATON ROUGE, LA 708022
(30.420465, -91.151552)"
1900113451,11/10/2019,1038,VEHICLE BURGLARY,COMMITTED,14:62/AD,BURG/AUTO OVER $200,10238 CANADA ST,10238,,CANADA,ST,BATON ROUGE,LA,70807,4,A,2,4A2,2,NONE,"10238 CANADA ST
BATON ROUGE, LA 70807
(30.53799, -91.188701)"
1900113562,11/10/2019,1900,OTHER,COMMITTED,11:143,CARELESS DRIVING,3700 PERKINS RD,3700,,PERKINS,RD,BATON ROUGE,LA,70808,2,B,1,2B1,12,NONE,"3700 PERKINS RD
BATON ROUGE, LA
(30.420465, -91.151552)"
1900113561,11/10/2019,1700,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,14:56,CRIM DAM TO PROP/SIMPLE,2186 DALLAS DR,2186,,DALLAS,DR,BATON ROUGE,LA,70806,1,D,2,1D2,6,NONE,"2186 DALLAS DR
BATON ROUGE, LA 70806
(30.470335, -91.113128)"
1900113617,11/10/2019,2027,THEFT,COMMITTED,13:67.10,THEFT/MISD/SHOPLIFTING/CC,1931 PLANK RD,1931,,PLANK,RD,BATON ROUGE,LA,70802,1,B,2,1B2,10,NONE,"1931 PLANK RD
BATON ROUGE, LA 70802
(30.464966, -91.1653)"
1900113402,11/10/2019,0405,OTHER,COMMITTED,14:63,CRIM TRESPASS,8240 FLORIDA BL,8240,,FLORIDA,BL,BATON ROUGE,LA,70806,3,G,3,3G3,11,NONE,"8240 FLORIDA BL
BATON ROUGE, LA 70806
(30.451982, -91.101923)"
1900113405,11/10/2019,2300,THEFT,COMMITTED,14:67.26,THEFT OF MOTOR VEHICLE,1100 JAY HEBERT DR,1100,,JAY HEBERT,DR,BATON ROUGE,LA,70820,2,C,3,2C3,12,NONE,"1100 JAY HEBERT DR
BATON ROUGE, LA
(30.394403, -91.179389)"
1900113616,11/10/2019,1910,THEFT,COMMITTED,13:67.10,THEFT/MISD/SHOPLIFTING/CC,1931 PLANK RD,1931,,PLANK,RD,BATON ROUGE,LA,70802,1,B,2,1B2,10,NONE,"1931 PLANK RD
BATON ROUGE, LA 70802
(30.464966, -91.1653)"
1900113629,11/10/2019,2155,ASSAULT,COMMITTED,14:35.3/I,BATT/DOM ABU CHILD ENDANGER/MISD,6880 CEZANNE AV,6880,,CEZANNE,AV,BATON ROUGE,LA,70806,1,D,1,1D1,6,MELROSE EAST,"6880 CEZANNE AV
BATON ROUGE, LA 70806
(30.460076, -91.120502)"
1900113589,11/10/2019,1931,FIREARM,COMMITTED,14:94,ILL USE OF A WEAPON,2504 HOLLYWOOD ST,2504,,HOLLYWOOD,ST,BATON ROUGE,LA,70805,4,E,1,4E1,5,NONE,"2504 HOLLYWOOD ST
BATON ROUGE, LA 70805
(30.499285, -91.166202)"
1900113550,11/10/2019,1700,THEFT,COMMITTED,14:67.26,THEFT OF MOTOR VEHICLE,3058 OZARK ST,3058,,OZARK,ST,BATON ROUGE,LA,70805,4,G,2,4G2,7,NONE,"3058 OZARK ST
BATON ROUGE, LA
(30.47907, -91.159027)"
1900113625,11/10/2019,2048,HOMICIDE,COMMITTED,14:30.1/G,MURDER/GUN 2ND DEGREE,6374 CYRUS AV,6374,,CYRUS,AV,BATON ROUGE,LA,70805,4,G,3,4G3,7,NONE,"6374 CYRUS AV
BATON ROUGE, LA 70805
(30.489304, -91.127105)"
1900113427,11/10/2019,0800,THEFT,COMMITTED,14:67/BC,THEFT $50-$200 SHOPLIFTING,1542 N FOSTER DR,1542,N,FOSTER,DR,BATON ROUGE,LA,70806,1,C,2,1C2,7,NONE,"1542 N FOSTER DR
BATON ROUGE, LA 70806
(30.463978, -91.139612)"
1900113608,11/10/2019,2108,THEFT,COMMITTED,13:67,THEFT/MISD/CC,1125 BOB PETTIT BL,1125,,BOB PETTIT,BL,BATON ROUGE,LA,70820,2,C,3,2C3,12,NONE,"1125 BOB PETTIT BL
BATON ROUGE, LA 70820
(30.396029, -91.17965)"
1900113338,11/10/2019,0228,HOMICIDE,COMMITTED,14:30.1/G,MURDER/GUN 2ND DEGREE,6200 BLUEBERRY ST,6200,,BLUEBERRY,ST,BATON ROUGE,LA,70806,1,D,2,1D2,6,NONE,"6200 BLUEBERRY ST
BATON ROUGE, LA 70806
(30.467277, -91.126931)"
1900113629,11/10/2019,2155,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,14:55,CRIM DAM TO PROP/AGG,6880 CEZANNE AV,6880,,CEZANNE,AV,BATON ROUGE,LA,70806,1,D,1,1D1,6,MELROSE EAST,"6880 CEZANNE AV
BATON ROUGE, LA 70806
(30.460076, -91.120502)"
1900113798,11/10/2019,1829,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,14:56,CRIM DAM TO PROP/SIMPLE,1817 S SHERWOOD FOREST BL,1817,S,SHERWOOD FOREST,BL,BATON ROUGE,LA,70816,3,E,5,3E5,8,NONE,"1817 S SHERWOOD FOREST BL
BATON ROUGE, LA 70816
(30.436106, -91.05733)"
1900113625,11/10/2019,2048,FIREARM,COMMITTED,14:94,ILL USE OF A WEAPON,6374 CYRUS AV,6374,,CYRUS,AV,BATON ROUGE,LA,70805,4,G,3,4G3,7,NONE,"6374 CYRUS AV
BATON ROUGE, LA
(30.489304, -91.127105)"
1900113636,11/10/2019,2149,VEHICLE BURGLARY,COMMITTED,14:62/AD,BURG/AUTO OVER $200,2000 WILLIAMSON ST,2000,,WILLIAMSON,ST,BATON ROUGE,LA,70806,1,D,1,1D1,6,NONE,"2000 WILLIAMSON ST
BATON ROUGE, LA
(30.468255, -91.127797)"
1900113544,11/10/2019,1650,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,13:56,CRIM DAM TO PROP/SIMPLE/CC,2150 N SHERWOOD FOREST DR,2150,N,SHERWOOD FOREST,DR,BATON ROUGE,LA,70815,,,,,6,NONE,"2150 N SHERWOOD FOREST DR
BATON ROUGE, LA 70815
(30.469717, -91.058082)"
1900113517,11/10/2019,1500,BATTERY,COMMITTED,13:35,BATT/SIMPLE/CC,2751 N ACADIAN THWY W TH,2751,N,ACADIAN THWY W,TH,BATON ROUGE,LA,70805,1,B,2,1B2,7,NONE,"2751 N ACADIAN THWY W TH
BATON ROUGE, LA 70805
(30.472841, -91.156558)"
1900113629,11/10/2019,2155,BATTERY,COMMITTED,14:34/ODW,BATT/AGG OTHER DANGER WEAPON,6880 CEZANNE AV,6880,,CEZANNE,AV,BATON ROUGE,LA,70806,1,D,1,1D1,6,MELROSE EAST,"6880 CEZANNE AV
BATON ROUGE, LA 70806
(30.460076, -91.120502)"
1900113371,11/10/2019,0049,BATTERY,COMMITTED,14:35.3,DOMESTIC ABUSE BATT,6769 BLUE GRASS DR,6769,,BLUE GRASS,DR,BATON ROUGE,LA,70811,4,D,1,4D1,5,NONE,"6769 BLUE GRASS DR
BATON ROUGE, LA 70805
(30.512522, -91.130377)"
1900113367,11/10/2019,0037,FIREARM,COMMITTED,14:94,ILL USE OF A WEAPON,2670 BALIS DR,2670,,BALIS,DR,BATON ROUGE,LA,70808,2,B,1,2B1,12,NONE,"2670 BALIS DR
BATON ROUGE, LA
(30.423845, -91.141977)"
1900113379,11/10/2019,0233,OTHER,COMMITTED,14:27,ATTEMPTED (Code Modifier),12020 FLORIDA BL,12020,,FLORIDA,BL,BATON ROUGE,LA,70815,3,E,3,3E3,4,NONE,"12020 FLORIDA BL
BATON ROUGE, LA 70815
(30.459977, -91.049615)"
1900113604,11/10/2019,1953,ASSAULT,COMMITTED,13:38,ASSAULT/SIMPLE/CC,6406 FLORIDA BL,6406,,FLORIDA,BL,BATON ROUGE,LA,70806,3,G,1,3G1,7,NONE,"6406 FLORIDA BL
BATON ROUGE, LA 70806
(30.451232, -91.124526)"
1900112821,11/10/2019,0304,THEFT,COMMITTED,14:67/AR,THEFT AUTO/RECOVERY ONLY,7025 AIRLINE HW,7025,,AIRLINE,HW,BATON ROUGE,LA,70805,4,G,3,4G3,5,NONE,"7025 AIRLINE HW
BATON ROUGE, LA 70805
(30.485952, -91.119416)"
1900113371,11/10/2019,0049,ASSAULT,COMMITTED,14:35.3,DOMESTIC ABUSE BATTERY,6769 BLUE GRASS DR,6769,,BLUE GRASS,DR,BATON ROUGE,LA,70811,4,D,1,4D1,5,NONE,"6769 BLUE GRASS DR
BATON ROUGE, LA 70805
(30.512522, -91.130377)"
1900113379,11/10/2019,0233,RESIDENTIAL BURGLARY,ATTEMPTED,14:62.2/RNF,BURG/S/IN/DWEL/RES NIGHT FORCE,12020 FLORIDA BL,12020,,FLORIDA,BL,BATON ROUGE,LA,70815,3,E,3,3E3,4,NONE,"12020 FLORIDA BL
BATON ROUGE, LA 70815
(30.459977, -91.049615)"
1900113477,11/10/2019,1235,THEFT,COMMITTED,13:67.10,THEFT/MISD/SHOPLIFTING/CC,4245 NICHOLSON DR,4245,,NICHOLSON,DR,BATON ROUGE,LA,70820,2,C,2,2C2,12,NONE,"4245 NICHOLSON DR
BATON ROUGE, LA 70820
(30.397963, -91.178922)"
1900113641,11/10/2019,2220,VEHICLE BURGLARY,COMMITTED,14:62/BD,BURG/AUTO $50 - $200,4005 NICHOLSON DR,4005,,NICHOLSON,DR,BATON ROUGE,LA,70808,2,C,2,2C2,12,NONE,"4005 NICHOLSON DR
BATON ROUGE, LA
(30.400486, -91.180777)"
1900113471,11/10/2019,1120,THEFT,COMMITTED,13:67,THEFT/MISD/CC,4917 FLORIDA BL,4917,,FLORIDA,BL,BATON ROUGE,LA,70806,1,C,1,1C1,7,NONE,"4917 FLORIDA BL
BATON ROUGE, LA 70806
(30.450861, -91.140005)"
1900113530,11/10/2019,1604,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,13:56,CRIM DAM TO PROP/SIMPLE/CC,4645 ALVIN DARK AV,4645,,ALVIN DARK,AV,BATON ROUGE,LA,70820,2,C,3,2C3,12,NONE,"4645 ALVIN DARK AV
BATON ROUGE, LA
(30.392791, -91.180779)"
1900113402,11/10/2019,0405,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,14:56,CRIM DAM TO PROP/SIMPLE,8240 FLORIDA BL,8240,,FLORIDA,BL,BATON ROUGE,LA,70806,3,G,3,3G3,11,NONE,"8240 FLORIDA BL
BATON ROUGE, LA 70806
(30.451982, -91.101923)"
1900113499,11/10/2019,0030,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,13:56,CRIM DAM TO PROP/SIMPLE/CC,2528 GATES CR,2528,,GATES,CR,BATON ROUGE,LA,70809,3,G,2,3G2,11,NONE,"2528 GATES CR
BATON ROUGE, LA 70809
(30.423894, -91.123928)"
1900113686,11/10/2019,1600,NON-RESIDENTIAL BURGLARY,ATTEMPTED,14:62/NRDF,BURG/S NON RES DAY FORCE,2034 WOODDALE BL,2034,,WOODDALE,BL,BATON ROUGE,LA,70806,1,D,2,1D2,6,NONE,"2034 WOODDALE BL
BATON ROUGE, LA 70806
(30.467645, -91.114692)"
1900113689,11/10/2019,2100,VEHICLE BURGLARY,COMMITTED,14:62/AD,BURG/AUTO OVER $200,145 CROYDON AV,145,,CROYDON,AV,BATON ROUGE,LA,70806,3,G,1,3G1,11,NONE,"145 CROYDON AV
BATON ROUGE, LA 70806
(30.450437, -91.116881)"
1900113402,11/10/2019,0405,THEFT,COMMITTED,14:67/AE,THEFT OVER $200 AUTO PARTS ACC,8240 FLORIDA BL,8240,,FLORIDA,BL,BATON ROUGE,LA,70806,3,G,3,3G3,11,NONE,"8240 FLORIDA BL
BATON ROUGE, LA 70806
(30.451982, -91.101923)"
1900113615,11/10/2019,2030,THEFT,COMMITTED,13:67.10,THEFT/MISD/SHOPLIFTING/CC,1931 PLANK RD,1931,,PLANK,RD,BATON ROUGE,LA,70802,1,B,2,1B2,10,NONE,"1931 PLANK RD
BATON ROUGE, LA 70802
(30.464966, -91.1653)"
1900113723,11/10/2019,2200,THEFT,COMMITTED,14:67.26,THEFT OF MOTOR VEHICLE,2321 E CONTOUR DR,2321,E,CONTOUR,DR,BATON ROUGE,LA,70809,3,G,3,3G3,11,NONE,"2321 E CONTOUR DR
BATON ROUGE, LA 70809
(30.429054, -91.087813)"
1900113589,11/10/2019,1931,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,14:55,CRIM DAM TO PROP/AGG,2504 HOLLYWOOD ST,2504,,HOLLYWOOD,ST,BATON ROUGE,LA,70805,4,E,1,4E1,5,NONE,"2504 HOLLYWOOD ST
BATON ROUGE, LA
(30.499285, -91.166202)"
1900113549,11/10/2019,1452,BATTERY,COMMITTED,14:35.3,DOMESTIC ABUSE BATT,1163 OAKLEY DR,1163,,OAKLEY,DR,BATON ROUGE,LA,70806,3,G,3,3G3,11,TARA,"1163 OAKLEY DR
BATON ROUGE, LA 70806
(30.43946, -91.094203)"
1900113527,11/10/2019,1437,BATTERY,COMMITTED,14:35,BATT/SIMPLE,1050 N FOSTER DR,1050,N,FOSTER,DR,BATON ROUGE,LA,70806,1,C,1,1C1,6,NONE,"1050 N FOSTER DR
BATON ROUGE, LA 70805
(30.458439, -91.139366)"
1900113362,11/10/2019,0000,THEFT,COMMITTED,14:67.26,THEFT OF MOTOR VEHICLE,4060 PLANK RD,4060,,PLANK,RD,BATON ROUGE,LA,70805,4,G,2,4G2,7,NONE,"4060 PLANK RD
BATON ROUGE, LA 70805
(30.487078, -91.157524)"
1900113423,11/10/2019,0800,THEFT,COMMITTED,13:67,THEFT/MISD/CC,7055 GREENWELL SPRINGS RD,7055,,GREENWELL SPRINGS,RD,BATON ROUGE,LA,70805,1,D,3,1D3,7,NONE,"7055 GREENWELL SPRINGS RD
BATON ROUGE, LA 70806
(30.473701, -91.119224)"
1900113422,11/10/2019,0814,NUISANCE,COMMITTED,13:63.3,ENT/REM AFTER FORB/CC,3006 COLLEGE DR,3006,,COLLEGE,DR,BATON ROUGE,LA,70808,2,B,1,2B1,12,NONE,"3006 COLLEGE DR
BATON ROUGE, LA 70808
(30.420818, -91.140616)"
1900113489,11/10/2019,1314,THEFT,COMMITTED,13:67,THEFT/MISD/CC,3132 COLLEGE DR,3132,,COLLEGE,DR,BATON ROUGE,LA,70808,2,B,1,2B1,12,NONE,"3132 COLLEGE DR
BATON ROUGE, LA 70808
(30.419084, -91.14146)"
1900113446,11/10/2019,1009,OTHER,COMMITTED,14:62.2,BURGLARY/S INHAB DWELLING,1221 N SABINE DR,1221,N,SABINE,DR,BATON ROUGE,LA,70810,2,E,4,2E4,12,MAYFAIR PARK/PARK EAST/HEIGHTS,"1221 N SABINE DR
BATON ROUGE, LA
(30.379887, -91.105438)"
,11/10/2019,1437,JUVENILE,COMMITTED,14:92,CONT DEL OF A JUV,,,,,,,,70806,1,C,1,1C1,6,NONE,
1900113068,11/10/2019,0004,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,13:56,CRIM DAM TO PROP/SIMPLE/CC,9990 AVENUE J ST,9990,,AVENUE J,ST,BATON ROUGE,LA,70807,4,A,1,4A1,2,NONE,"9990 AVENUE J ST
BATON ROUGE, LA
(30.536, -91.19887)"
1900113575,11/10/2019,1859,THEFT,COMMITTED,13:67.10,THEFT/MISD/SHOPLIFTING/CC,1910 BRIGHTSIDE LN,1910,,BRIGHTSIDE,LN,BATON ROUGE,LA,70820,2,C,3,2C3,3,NONE,"1910 BRIGHTSIDE LN
BATON ROUGE, LA 70820
(30.387981, -91.179534)"
1900113547,11/10/2019,1728,OTHER,COMMITTED,14:62.2,BURGLARY/S INHAB DWELLING,1101 BRUCE ALLEY,1101,,BRUCE ALLEY,,BATON ROUGE,LA,70802,2,A,1,2A1,10,NONE,"1101 BRUCE ALLEY
BATON ROUGE, LA 70802
(30.437883, -91.172324)"
,11/10/2019,1452,JUVENILE,COMMITTED,14:93,CRUELTY TO JUVENILES,,,,,,,,70806,3,G,3,3G3,11,TARA,
1900113549,11/10/2019,1452,ASSAULT,COMMITTED,14:35.3,DOMESTIC ABUSE BATTERY,1163 OAKLEY DR,1163,,OAKLEY,DR,BATON ROUGE,LA,70806,3,G,3,3G3,11,TARA,"1163 OAKLEY DR
BATON ROUGE, LA 70806
(30.43946, -91.094203)"
1900113784,11/11/2019,1130,OTHER,COMMITTED,13:285,IMPROPER TELEPHONE COMMUNICATIONS,9795 AVENUE B AV,9795,,AVENUE B,AV,BATON ROUGE,LA,70807,4,A,1,4A1,2,NONE,"9795 AVENUE B AV
BATON ROUGE, LA 70807
(30.533667, -91.191309)"
1900113691,11/11/2019,0716,RESIDENTIAL BURGLARY,COMMITTED,14:62.8,HOME INVASION,5958 CADILLAC ST,5958,,CADILLAC,ST,BATON ROUGE,LA,70811,4,D,1,4D1,5,NONE,"5958 CADILLAC ST
BATON ROUGE, LA 70811
(30.518084, -91.128636)"
1900113665,11/11/2019,0155,VEHICLE BURGLARY,COMMITTED,14:62/CD,BURG/AUTO UNDER $50,4074 DELAWARE ST,4074,,DELAWARE,ST,BATON ROUGE,LA,70805,4,G,2,4G2,7,NONE,"4074 DELAWARE ST
BATON ROUGE, LA 70805
(30.487105, -91.149346)"
1900113827,11/11/2019,1706,OTHER,COMMITTED,C.CR.P. ART 575,FUGITIVE,4600 LORRAINE ST,4600,,LORRAINE,ST,BATON ROUGE,LA,70805,4,F,1,4F1,5,NONE,"4600 LORRAINE ST
BATON ROUGE, LA
(30.496589, -91.143828)"
1900113866,11/11/2019,1903,BATTERY,COMMITTED,14:35,BATT/SIMPLE,261 W WASHINGTON ST,261,W,WASHINGTON,ST,BATON ROUGE,LA,70802,2,C,1,2C1,10,NONE,"261 W WASHINGTON ST
BATON ROUGE, LA 70802
(30.430147, -91.185146)"
1900113706,11/11/2019,0804,VEHICLE BURGLARY,COMMITTED,14:62/AD,BURG/AUTO OVER $200,2736 O'NEAL LN,2736,,O'NEAL,LN,BATON ROUGE,LA,70816,3,F,1,3F1,9,NONE,"2736 O'NEAL LN
BATON ROUGE, LA
(30.429518, -91.007539)"
1900113770,11/11/2019,1224,THEFT,COMMITTED,14:67/AI,THEFT OVER $200 ALL OTHER,LEMON DR / SHERWOOD ST,,,DR / SHERWOOD,ST,BATON ROUGE,LA,70805,4,G,2,4G2,,,"LEMON DR / SHERWOOD ST
BATON ROUGE, LA 70805"
1900113784,11/11/2019,1130,ASSAULT,COMMITTED,13:38,ASSAULT/SIMPLE/CC,9795 AVENUE B AV,9795,,AVENUE B,AV,BATON ROUGE,LA,70807,4,A,1,4A1,2,NONE,"9795 AVENUE B AV
BATON ROUGE, LA 70807
(30.533667, -91.191309)"
1900113765,11/11/2019,1134,VEHICLE BURGLARY,COMMITTED,14:62/CD,BURG/AUTO UNDER $50,1394 SILVERTON DR,1394,,SILVERTON,DR,BATON ROUGE,LA,70815,3,E,1,3E1,6,SHERWOOD FOREST,"1394 SILVERTON DR
BATON ROUGE, LA 70815
(30.443285, -91.059725)"
1900113864,11/11/2019,1845,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,13:56,CRIM DAM TO PROP/SIMPLE/CC,3700 E BROOKSTOWN DR,3700,E,BROOKSTOWN,DR,BATON ROUGE,LA,70805,4,G,3,4G3,7,NONE,"3700 E BROOKSTOWN DR
BATON ROUGE, LA
(30.484289, -91.128064)"
1900113783,11/11/2019,1403,THEFT,COMMITTED,13:67,THEFT/MISD/CC,4755 PRESCOTT RD,4755,,PRESCOTT,RD,BATON ROUGE,LA,70805,4,G,2,4G2,7,NONE,"4755 PRESCOTT RD
BATON ROUGE, LA 70805
(30.487508, -91.143024)"
1900113758,11/11/2019,1049,THEFT,COMMITTED,14:67/AI,THEFT OVER $200 ALL OTHER,1670 LOBDELL AV,1670,,LOBDELL,AV,BATON ROUGE,LA,70806,3,G,1,3G1,11,NONE,"1670 LOBDELL AV
BATON ROUGE, LA 70806
(30.43445, -91.110791)"
1900113827,11/11/2019,1706,OTHER,COMMITTED,11:82,STOP SIGN/YIELD SIGN/CC,4600 LORRAINE ST,4600,,LORRAINE,ST,BATON ROUGE,LA,70805,4,F,1,4F1,5,NONE,"4600 LORRAINE ST
BATON ROUGE, LA
(30.496589, -91.143828)"
1900113827,11/11/2019,1706,OTHER,COMMITTED,32:415,D/L SUSP/REV,4600 LORRAINE ST,4600,,LORRAINE,ST,BATON ROUGE,LA,70805,4,F,1,4F1,5,NONE,"4600 LORRAINE ST
BATON ROUGE, LA
(30.496589, -91.143828)"
1900113864,11/11/2019,1845,OTHER,COMMITTED,13:285,IMPROPER TELEPHONE COMMUNICATIONS,3700 E BROOKSTOWN DR,3700,E,BROOKSTOWN,DR,BATON ROUGE,LA,70805,4,G,3,4G3,7,NONE,"3700 E BROOKSTOWN DR
BATON ROUGE, LA
(30.484289, -91.128064)"
1900113827,11/11/2019,1706,OTHER,COMMITTED,11:288,INSURANCE REQUIRED/CC,4600 LORRAINE ST,4600,,LORRAINE,ST,BATON ROUGE,LA,70805,4,F,1,4F1,5,NONE,"4600 LORRAINE ST
BATON ROUGE, LA
(30.496589, -91.143828)"
1900113835,11/11/2019,1730,FIREARM,COMMITTED,14:94,ILL USE OF A WEAPON,3176 WINNEBAGO ST,3176,,WINNEBAGO,ST,BATON ROUGE,LA,70805,4,G,2,4G2,7,NONE,"3176 WINNEBAGO ST
BATON ROUGE, LA 70805
(30.483334, -91.157984)"
1900113844,11/11/2019,1803,NARCOTICS,COMMITTED,13:966,POSS MARIJUANA/CC,1800 PLANK RD,1800,,PLANK,RD,BATON ROUGE,LA,70802,1,B,2,1B2,7,NONE,"1800 PLANK RD
BATON ROUGE, LA 70805
(30.464275, -91.165544)"
1900113933,11/11/2019,2349,FIREARM,COMMITTED,13:93,DISCHARGE FIREARMS/CC,2009 GEORGIA ST,2009,,GEORGIA,ST,BATON ROUGE,LA,70802,2,D,1,2D1,10,NONE,"2009 GEORGIA ST
BATON ROUGE, LA 70802
(30.428918, -91.175327)"
1900113838,11/11/2019,1745,NARCOTICS,COMMITTED,13:966,POSS MARIJUANA/CC,2000 HEMLOCK,2000,,HEMLOCK,,BATON ROUGE,LA,70802,1,A,3,1A3,10,NONE,"2000 HEMLOCK
BATON ROUGE, LA
(30.466553, -91.169029)"
1900113812,11/11/2019,1614,NARCOTICS,COMMITTED,13:966,POSS MARIJUANA/CC,1100 E BUCHANAN ST,1100,E,BUCHANAN,ST,BATON ROUGE,LA,70802,2,D,1,2D1,10,NONE,"1100 E BUCHANAN ST
BATON ROUGE, LA 70802
(30.425148, -91.172896)"
1900113803,11/11/2019,1540,NARCOTICS,COMMITTED,13:966,POSS MARIJUANA/CC,400 N 25TH ST,400,N,25TH,ST,BATON ROUGE,LA,70802,1,B,1,1B1,10,NONE,"400 N 25TH ST
BATON ROUGE, LA
(30.451135, -91.162812)"
1900114036,11/11/2019,2300,VEHICLE BURGLARY,COMMITTED,14:62/BD,BURG/AUTO $50 - $200,959 LANDWOOD DR,959,,LANDWOOD,DR,BATON ROUGE,LA,70806,1,D,2,1D2,6,GOODWOOD HOMESITES,"959 LANDWOOD DR
BATON ROUGE, LA 70805
(30.460541, -91.104198)"
1900114159,11/11/2019,1920,THEFT,COMMITTED,14:67.26,THEFT OF MOTOR VEHICLE,345 W INTERSTATE 12 HW,345,W,INTERSTATE 12,HW,BATON ROUGE,LA,70816,3,C,3,3C3,11,NONE,"345 W INTERSTATE 12 HW
BATON ROUGE, LA 70816"
1900113841,11/11/2019,1750,THEFT,COMMITTED,13:67.10,THEFT/MISD/SHOPLIFTING/CC,5505 AIRLINE HW,5505,,AIRLINE,HW,BATON ROUGE,LA,70805,4,D,2,4D2,5,NONE,"5505 AIRLINE HW
BATON ROUGE, LA 70805
(30.506149, -91.135265)"
1900114154,11/11/2019,2230,OTHER,COMMITTED,14:62.2,BURGLARY/S INHAB DWELLING,642 STARING LN,642,,STARING,LN,BATON ROUGE,LA,70810,2,E,4,2E4,12,NONE,"642 STARING LN
BATON ROUGE, LA
(30.377764, -91.117504)"
1900113836,11/11/2019,1746,THEFT,COMMITTED,14:67/AI,THEFT OVER $200 ALL OTHER,8464 AIRLINE HW,8464,,AIRLINE,HW,BATON ROUGE,LA,70806,1,D,2,1D2,6,NONE,"8464 AIRLINE HW
BATON ROUGE, LA 70806
(30.456828, -91.098753)"
1900113809,11/11/2019,1555,THEFT,COMMITTED,13:67.10,THEFT/MISD/SHOPLIFTING/CC,3676 GOVERNMENT ST,3676,,GOVERNMENT,ST,BATON ROUGE,LA,70806,2,A,2,2A2,7,CAPITAL HEIGHTS,"3676 GOVERNMENT ST
BATON ROUGE, LA 70812
(30.444231, -91.151958)"
